,name,birth,incoming_links,outgoing_links,page,latitude,longitude
129,Friedrich Adolf Trendelenburg,(1802–1872),Karl Leonhard Reinhold:Friedrich Schleiermacher:Aristotle:Immanuel Kant:de:Georg Wilhelm Friedrich Hegel:Johann Erich von Berger:,Søren Kierkegaard:Wilhelm Dilthey:Franz Brentano:Friedrich Paulsen:Hermann Cohen:G. S. Morris:Gottlob Frege:Rudolf Christoph Eucken:Ernst Laas:,/wiki/Friedrich_Adolf_Trendelenburg,54.13778,10.61806
130,Herbert Marcuse,(1898–1979),Friedrich Pollock:Immanuel Kant:Edmund Husserl:Friedrich Engels:Martin Heidegger:Karl Marx:Sigmund Freud:Theodor W. Adorno:G. W. F. Hegel:Max Horkheimer:Friedrich Nietzsche:,Jürgen Habermas:Xi Jinping:Douglas Kellner:Emerita Quito:Andrew Feenberg:Bob Black:Angela Davis:George Katsiaficas:Norman O. Brown:Abbie Hoffman:,/wiki/Herbert_Marcuse,52.52,13.405
131,Emil Fackenheim,(1916–2003),Immanuel Kant:Martin Heidegger:Franz Rosenzweig:G. W. F. Hegel:F. W. J. Schelling:Leo Strauss:Baruch Spinoza:,James Doull:Douglas John Hall:,/wiki/Emil_Fackenheim,51.48278,11.96972
132,Goldsmith,,,Louis Gabriel Ambroise de Bonald:,/wiki/Oliver_Goldsmith,FILL,FILL
133,Schuler,,,Ludwig Klages:,/wiki/Alfred_Schuler,49.983,8.267
134,Rudolf von Jhering,(1818–1892),F. C. von Savigny:Jeremy Bentham:Charles Darwin:,Karl Llewellyn:Philipp Heck:,/wiki/Rudolf_von_Jhering,53.47139,7.48361
135,Zhou Dunyi,,,Cheng Yi (philosopher):,/wiki/Zhou_Dunyi,FILL,FILL
136,Norwood Russell Hanson,(1922–1967),Ludwig Wittgenstein:,Thomas Kuhn:,/wiki/Norwood_Russell_Hanson,FILL,FILL
137,Susan Haack,(born 1945),Francis Bacon:W. V. O. Quine:C. S. Peirce:Frank P. Ramsey:,Luciano Floridi:,/wiki/Susan_Haack,FILL,FILL
138,La Boétie,,,Claude Lefort:,/wiki/%C3%89tienne_de_La_Bo%C3%A9tie,44.8928,1.2153
139,Alasdair MacIntyre,(born 1929),Aristotle:Imre Lakatos:Søren Kierkegaard:John Henry Newman:Edith Stein:Thomas Kuhn:G. E. M. Anscombe:Karl Barth:Karl Marx:Ludwig Wittgenstein:Friedrich Nietzsche:G. W. F. Hegel:Thomas Aquinas:R. G. Collingwood:Augustine of Hippo:,radical orthodoxy:Stanley Hauerwas:Christian Smith:postliberal theology:Edward Feser:,/wiki/Alasdair_MacIntyre,55.860916,-4.251433
140,Richard Taylor (philosopher),(1919–2003),Arthur Schopenhauer:,David Foster Wallace:,/wiki/Richard_Taylor_(philosopher),42.56056,-84.83472
141,Johann Friedrich Herbart,(1776–1841),Johann Gottlieb Fichte:Immanuel Kant:,Friedrich Eduard Beneke:Wilhelm Windelband:Moritz Wilhelm Drobisch:Gustav Hartenstein:Edmund Husserl:Immanuel Hermann Fichte:Hermann Lotze:Antonio Labriola:,/wiki/Johann_Friedrich_Herbart,53.14389,8.21389
142,Alfred North Whitehead,(1861–1947),Aristotle:Francis Herbert Bradley:Immanuel Kant:Plato:George Santayana:Gottfried Wilhelm Leibniz:Isaac Newton:William James:John Locke:John Dewey:Henri Bergson:David Hume:,C. D. Broad:F. S. C. Northrop:Michel Weber:Conrad Hal Waddington:Sewall Wright:Maurice Merleau-Ponty:Talcott Parsons:Ilya Prigogine:John Lighton Synge:David Bohm:Donald Davidson:Wilfred Eade Agar:Bertrand Russell:James Luther Adams:Ervin László:Wolfgang Smith:W. V. O. Quine:Eric Voegelin:Ken Wilber:Milič Čapek:Susanne Langer:Gilles Deleuze:B. F. Skinner:Jules Vuillemin:,/wiki/Alfred_North_Whitehead,51.336,1.416
143,Hermann Lotze,(1817–1881),F. W. J. Schelling:E. H. Weber:Johann Gottlieb Fichte:Alfred Wilhelm Volkmann:G. W. F. Hegel:Christian Hermann Weisse:Johann Friedrich Herbart:Jakob Friedrich Fries:Gustav Theodor Fechner:,James Ward:Wilhelm Windelband:Edmund Husserl:T. H. Green:George Trumbull Ladd:Georg Elias Müller:Josiah Royce:William James:Bertrand Russell:Borden Parker Bowne:Hermann Helmholtz:Carl Stumpf:Gottlob Frege:,/wiki/Hermann_Lotze,51.18139,14.42417
144,Lucretius,(c. 99 – 55 BC),Aristotle:Plato:Gaius Memmius:Socrates:Epicurus:,Pierre Gassendi:Arthur Schopenhauer:Charles Darwin:Stephen Greenblatt:Ovid:Montaigne:Karl Marx:Virgil:Sigmund Freud:Gilles Deleuze:Friedrich Nietzsche:Baruch Spinoza:Cicero:,/wiki/Lucretius,FILL,FILL
145,Al-Hasan ibn 'Ali al-Barbahari,,,Ibn Taymiya:,/wiki/Al-Hasan_ibn_%27Ali_al-Barbahari,33.333,44.383
146,Johann Schultz,,,Jakob Sigismund Beck:,/wiki/Johann_Friedrich_Schultz,FILL,FILL
147,Jean-Jacques Burlamaqui,,,Emerich de Vattel:,/wiki/Jean-Jacques_Burlamaqui,FILL,FILL
148,Gottfried Wilhelm Leibniz,,,Robert Merrihew Adams:,/wiki/Gottfried_Wilhelm_Leibniz,51.333,12.383
149,Timothy Williamson,(born 1955),,Jason Stanley:John Hawthorne:,/wiki/Timothy_Williamson,59.85806,17.64472
150,Luis de Molina,(1535–1600),Augustine of Hippo:Thomas Aquinas:,Alvin Plantinga:William Lane Craig:Western Theology:,/wiki/Luis_de_Molina,40.067,-2.15
151,Vladimir Jankélévitch,(1903–1985),Georg Simmel:Friedrich Wilhelm Joseph von Schelling:Henri Bergson:Lev Shestov:,Arnold Davidson:Emmanuel Levinas:Cynthia Fleury:,/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch,47.0844,2.3964
152,James Cone,,,Cornel West:,/wiki/James_H._Cone,33.81472,-92.41444
153,Jean Buridan,(1300–1358),William of Ockham:Aristotle:Thomas Bradwardine:Porphyry:John Philoponus:Peter of Spain:,Galileo:Nicholas of Cusa:Nicole Oresme:Peter of Ailly:Albert of Saxony:Marsilius of Inghen:Copernicus:,/wiki/Jean_Buridan,50.5303,2.6408
154,John Colet,(1466–1519),Girolamo Savonarola:Guillaume Budé:,Desiderius Erasmus:,/wiki/John_Colet,FILL,FILL
155,J. A. Smith,,,R. G. Collingwood:,/wiki/John_Alexander_Smith,57.597,-4.428
156,Milesian school,,,Anaxagoras:,/wiki/Milesian_school,FILL,FILL
157,Feuerbach,,,Mikhail Bakunin:,/wiki/Ludwig_Feuerbach,48.53972,12.15083
158,Judith Butler,(born 1956),Jacques Derrida:Michel Foucault:Monique Wittig:Karl Marx:Theodor Adorno:Simone de Beauvoir:Sigmund Freud:Emmanuel Lévinas:Luce Irigaray:J. L. Austin:Jacques Lacan:G. W. F. Hegel:Louis Althusser:Friedrich Nietzsche:Maurice Merleau-Ponty:Gayle Rubin:,Sandy Stone:Jasbir Puar:Susan Stryker:Andrea Smith:Pussy Riot:,/wiki/Judith_Butler,41.48222,-81.66972
159,Anneliese Maier,,,Thomas Samuel Kuhn:,/wiki/Anneliese_Maier,FILL,FILL
160,Latin Christianity,,,John of Damascus:,/wiki/Latin_Church,FILL,FILL
161,Cornelius Castoriadis,(1922–1997),Martin Heidegger:Piera Aulagnier:György Lukács:G. L. Boggs:Jean-Jacques Rousseau:Maurice Merleau-Ponty:Susan Isaacs:Aristotle:Jacques Derrida:Max Weber:J. G. Fichte:Hannah Arendt:Joan Robinson:Leon Trotsky:Serge Latouche:Gaston Bachelard:Edmund Husserl:Jacques Ellul:Paul Ricœur:Karl Marx:Giambattista Vico:Francisco Varela:C. L. R. James:Jean Laplanche:Melanie Klein:Sigmund Freud:Rosa Luxemburg:Jean-Bertrand Pontalis:René Poirier:André Leroi-Gourhan:,Nicole Loraux:Harald Wolf:Zygmunt Bauman:Pierre Vidal-Naquet:Graham Ward:Nikolas Kompridis:Shimshon Bichler:François Roustang:Jonathan Nitzan:Marcel Gauchet:Raphaël Gély:Guy Debord:Jacques Le Goff:Lorraine Code:Maurice Brinton:Elias Petropoulos:Johann Pál Arnason:Frieder Otto Wolf:Edgar Morin:Takis Fotopoulos:Sophie Klimis:René Lourau:Sudipta Kaviraj:Daniel Cohn-Bendit:Robin Hahnel:Serge Latouche:Mathieu Potte-Bonneville:Georges Lapassade:Hans Joas:Vincent Descombes:Vincent de Gaulejac:Myriam Revault d'Allonnes:Anthony Giddens:Andrew Arato:Claude Lefort:Jean Baudrillard:Laurent Van Eynde:Georges Duby:Francisco Varela:Gabriel Rockhill:John B. Thompson:Jean-Claude Michéa:Yorgos Oikonomou:Hans G. Furth:E. P. Thompson:Danilo Martuccelli:Richard Rorty:,/wiki/Cornelius_Castoriadis,41.01389,28.95556
162,Philippa Foot,(1920–2010),Aristotle:Ludwig Wittgenstein:Thomas Nagel:G. E. M. Anscombe:Thomas Aquinas:,Candace Vogler:Bernard Williams:Judith Jarvis Thomson:Rosalind Hursthouse:John McDowell:Michael Slote:,/wiki/Philippa_Foot,53.495228,-0.785656
163,Demosthenes,,,John Stuart Mill:,/wiki/Demosthenes,37.98417,23.72806
164,Bahnsen,,,Ludwig Klages:,/wiki/Julius_Bahnsen,54.94278,8.86389
165,James Mark Baldwin,,,Jean Piaget:,/wiki/James_Mark_Baldwin,FILL,FILL
166,David Lewis (philosopher),(1941–2001),Strawson:Thomas Schelling:Ryle:Carnap:Quine:Smart:Hume:Leibniz:,Peter Railton:Stathis Psillos:L.A. Paul:Mark Johnston:David Velleman:John Hawthorne:Dean Zimmerman:Gideon Rosen:Barry Loewer:Bob Brandom:Ted Sider:,/wiki/David_Lewis_(philosopher),41.28833,-82.21667
167,Nicholas Wolterstorff,(born 1932),Alvin Plantinga:Thomas Reid:William Harry Jellema:John Calvin:Abraham Kuyper:Augustine of Hippo:,Gary Chartier:David Claerbaut:Kendall Walton:,/wiki/Nicholas_Wolterstorff,43.50417,-95.69
168,Martha Nussbaum,(born 1947),Aristotle:Bernard Williams:G. E. L. Owen:Amartya Sen:John Stuart Mill:John Rawls:Adam Smith:Catharine MacKinnon:,David G. Hebert:Elizabeth S. Anderson:Louise Antony:Amartya Sen:Linda Martín Alcoff:,/wiki/Martha_Nussbaum,40.71278,-74.00611
169,"Onora O'Neill, Baroness O'Neill of Bengarve",(born 1941),John Rawls:Immanuel Kant:Christine Korsgaard:,Christine Korsgaard:Katrin Flikschuh:,"/wiki/Onora_O%27Neill,_Baroness_O%27Neill_of_Bengarve",FILL,FILL
170,Denis Diderot,(1713–1784),Laurence Sterne:Aristotle:Jean-Jacques Rousseau:Samuel Richardson:Miguel de Cervantes:Lucretius:Isaac Newton:René Descartes:John Locke:Voltaire:Niccolò Machiavelli:Baruch Spinoza:,Johann Wolfgang von Goethe:Milan Kundera:Günter Grass:Baron d'Holbach:Auguste Comte:Jacques Barzun:Karl Marx:François-Noël Babeuf:Étienne Bonnot de Condillac:,/wiki/Denis_Diderot,47.8633,5.3339
171,Richard-Bevan Braithwaite,(1900–1990),G. E. Moore:,Stephen Toulmin:Imre Lakatos:,/wiki/Richard-Bevan_Braithwaite,52.061,-1.336
172,Maurice Blanchot,(1907–2003),Nietzsche:Lautréamont:Bataille:Levinas:Hölderlin:Sade:Maurras:Mallarmé:Heidegger:Kafka:,de Man:Barthes:Joris:Auster:Kofman:Hill:Derrida:Beckett:Nancy:Foucault:Deleuze:Kopić:,/wiki/Maurice_Blanchot,46.7636,5.1589
173,Jürgen Habermas,(born 1929),Adorno:Rawls:Dewey:Marcuse:Schelling:Horkheimer:Mead:Kant:Dilthey:Durkheim:Bühler:Parsons:Abendroth:Freud:Wittgenstein:Apel:Kierkegaard:Hegel:Austin:Marx:Peirce:Heidegger:Weber:Piaget:,Benhabib:Honneth:Kompridis:Friedman:Offe:McCarthy:Wilber:Forst:Gould:Fraser:Hoppe:,/wiki/J%C3%BCrgen_Habermas,51.033,7.567
174,Epimenides,,,Xenophanes:,/wiki/Epimenides,FILL,FILL
175,Ronald Dworkin,(1931–2013),Aristotle:Learned Hand:Plato:Rupert Cross:H. L. A. Hart:John Rawls:,Jeremy Waldron:Robert Alexy:,/wiki/Ronald_Dworkin,41.82361,-71.42222
176,Jean Jaurès,,,Eduard Bernstein:,/wiki/Jean_Jaur%C3%A8s,FILL,FILL
177,I Ching,,,Confucius:,/wiki/I_Ching,FILL,FILL
178,Avicebron,,,Albertus Magnus:,/wiki/Solomon_ibn_Gabirol,36.71944,-4.42
179,Guttmann,,,Leo Strauss:,/wiki/Julius_Guttmann,FILL,FILL
180,Neo-Kantianism,,,Leonard Nelson:,/wiki/Neo-Kantianism,FILL,FILL
181,Jacob L. Moreno,,,Martin Buber:,/wiki/Jacob_L._Moreno,44.4325,26.10389
182,Emmanuel Sieyès,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Emmanuel_Joseph_Siey%C3%A8s,FILL,FILL
183,Orphism,,,Plato:,/wiki/Orphism_(religion),FILL,FILL
184,Theognis of Megara,,,Friedrich Nietzsche:,/wiki/Theognis_of_Megara,FILL,FILL
185,Posidonius,(c. 135 – 51 BC),Chrysippus:Panaetius:Aristotle:Plato:,Jason of Nysa:Cleomedes:Plutarch:Strabo:Seneca:Cicero:Livy:Diodorus Siculus:,/wiki/Posidonius,35.418,36.398
186,Vittorio Alfieri,,,Giacomo Leopardi:,/wiki/Vittorio_Alfieri,FILL,FILL
187,Ibn Barrajan,,,Ibn Arabi:,/wiki/Ibn_Barrajan,FILL,FILL
188,Marcus Aurelius,(121–180),Epictetus:Heraclitus:Quintus:Apollonius:Socrates:Sextus of Chaeronea:,Stoic philosophy:,/wiki/Marcus_Aurelius,FILL,FILL
189,Hermann Cohen,(1842–1918),Friedrich Albert Lange:Friedrich Adolf Trendelenburg:,Ernst Cassirer:Henry E. Allison:Paul Natorp:Leo Strauss:Peter Strawson:Martin Buber:,/wiki/Hermann_Cohen,51.883,12.433
190,Semyon Frank,,,Nikolai Berdyaev:,/wiki/Semyon_Frank,55.75583,37.61722
191,Roman Jakobson,,,Jacques Lacan:,/wiki/Roman_Jakobson,55.75583,37.61722
192,Friedrich Schleiermacher,(1768–1834),Immanuel Kant:Plato:Johann August Ernesti:K. W. F. Schlegel:J. G. Fichte:Johann Gottfried Herder:F. W. J. Schelling:Friedrich Ast:Baruch Spinoza:Friedrich August Wolf:,Albrecht Ritschl:Wilhelm Dilthey:Antoine Berman:Walter Rauschenbusch:Daphne Hampson:Paul Tillich:Karl Barth:Hans-Georg Gadamer:August Böckh:Rudolf Bultmann:Manfred Frank:Friedrich Adolf Trendelenburg:Heinrich Ritter:L. Harold DeWolf:Friedrich Ueberweg:,/wiki/Friedrich_Schleiermacher,51.11,17.0325
193,Henry Corbin,(1903–1978),Ibn Arabi:Nasr:Luther:Tabataba'i:Gilson:Suhrawardi:Massignon:Heidegger:Avicenna:,Charles Olson:Dariush Shayegan:James Hillman:Hossein Nasr:Gilbert Durand:Temenos Academy:Jacques Lacan:William Chittick:Harold Bloom:,/wiki/Henry_Corbin,48.856613,2.352222
194,Evangelista Torricelli,,,Robert Boyle:,/wiki/Evangelista_Torricelli,41.883,12.5
195,Friedrich Schelling,(1775–1852),Jacobi:Plato:Kielmeyer:Hölderlin:Herder:J. G. Fichte:Goethe:Spinoza:Plotinus:Böhme:Leibniz:Kant:,von Hartmann:Solovyov:Ast:Bernays:Krause:Secrétan:Weisse:Carus:Cousin:Esenbeck:Russian Schellingianism:Solger:Hâjdeu:Gadamer:Pareyson:Coleridge:Ravaisson:Van Til:Vogelin:Jung:Grant:Freud:Goethe:Wilber:Deleuze:Žižek:Tillich:da Silva:Kierkegaard:Hegel:Humboldt:Fackenheim:Fichte:Habermas:Peirce:Royce:Heidegger:,/wiki/Friedrich_Schelling,48.80139,9.01306
196,Ernst H. Kantorowicz,,,Marcel Gauchet:,/wiki/Ernst_Kantorowicz,52.40833,16.93361
197,Kaspar von Schwenkfeld,,,Jakob Böhme:,/wiki/Caspar_Schwenckfeld,FILL,FILL
198,Jean Renoir,,,Stanley Cavell:,/wiki/Jean_Renoir,48.856613,2.352222
199,Girolamo Savonarola,,,John Colet:,/wiki/Girolamo_Savonarola,FILL,FILL
200,Daube,,,Leo Strauss:,/wiki/David_Daube,47.995,7.85
201,Charles Leslie Stevenson,(1908–1979),I. A. Richards:Ralph Barton Perry:Ludwig Wittgenstein:G. E. Moore:David Hume:,William Fontaine:Allan Gibbard:,/wiki/Charles_Leslie_Stevenson,39.1,-84.5125
202,Charles Hartshorne,(1897–2000),Josiah Royce:Alfred North Whitehead:William Ernest Hocking:Charles Sanders Peirce:Jules Lequier:,Donald W. Viney:John B. Cobb:David Ray Griffin:,/wiki/Charles_Hartshorne,40.82,-79.52139
203,Richard Rorty,(1931–2007),Isaiah Berlin:Jacques Derrida:Walter Rauschenbusch:Michel Foucault:Thomas Kuhn:Donald Davidson:Martin Heidegger:Jean-François Lyotard:William James:Ludwig Wittgenstein:Wilfrid Sellars:John Dewey:John Rawls:Leo Strauss:Hubert Dreyfus:Friedrich Nietzsche:W. V. O. Quine:,Jeffrey Stout:Richard J. Bernstein:Cornel West:Richard Posner:Gianni Vattimo:Robert Brandom:Laurence BonJour:Jurgen Habermas:Chantal Mouffe:Alice Crary:Michael Williams:John McDowell:,/wiki/Richard_Rorty,40.71278,-74.00611
204,Campbell,,,Karl Popper:,/wiki/Donald_T._Campbell,42.25111,-84.20889
205,Hilary Putnam,(1926–2016),Hans Reichenbach:William James:Emmanuel Levinas:Willard Van Orman Quine:Stanley Cavell:Bertrand Russell:John Dewey:Nelson Goodman:Immanuel Kant:Edmund Husserl:Saul Kripke:Karl Marx:Ned Block:John McDowell:Alan Turing:Søren Kierkegaard:Ludwig Wittgenstein:Sigmund Freud:Franz Rosenzweig:Charles Sanders Peirce:Martin Buber:,Hartry Field:David Marr:Paul Benacerraf:John Worrall:Saul Kripke:George Boolos:Donald Davidson:Norman Daniels:Jerry Fodor:David Lewis:Ned Block:Daniel Dennett:Richard Boyd:Martha Nussbaum:Tyler Burge:,/wiki/Hilary_Putnam,41.88194,-87.62778
206,Adam Marsh,,,Roger Bacon:,/wiki/Adam_Marsh,FILL,FILL
207,Kielmeyer,,,Friedrich Schelling:,/wiki/Carl_Friedrich_Kielmeyer,48.55972,9.06
208,Christian Wolff (philosopher),(1679–1754),Zhu Xi:Gottfried Wilhelm Leibniz:Ehrenfried Walther von Tschirnhaus:Wang Yangming:René Descartes:Confucius:Baruch Spinoza:,Arthur Schopenhauer:de:Immanuel Kant:Johann Heinrich Samuel Formey:Søren Kierkegaard:Georg Friedrich Meier:Johann Peter Reusch:Georg Bernhard Bilfinger:Mikhail Lomonosov:Anton Wilhelm Amo:Johann Christoph Gottsched:Johannes Nikolaus Tetens:Emer de Vattel:Moses Mendelssohn:Alexander Gottlieb Baumgarten:Martin Knutzen:Adam Weishaupt:Michael Christoph Hanow:,/wiki/Christian_Wolff_(philosopher),51.11,17.0325
209,Learned Hand,,,Ronald Dworkin:,/wiki/Learned_Hand,FILL,FILL
210,Baltasar Gracián y Morales,(1601–1658),Epictetus:Plutarch:Seneca:Desiderius Erasmus:Publilius Syrus:,Arthur Schopenhauer:Friedrich Nietzsche:,/wiki/Baltasar_Graci%C3%A1n_y_Morales,41.31611,-1.54306
211,Al-Biruni,,,Avicenna:,/wiki/Al-Biruni,41.683,60.75
212,Claude Adrien Helvétius,(1715–1771),Condillac:Locke:,Nietzsche:Beccaria:Marx:Darwin:Bentham:Freud:Plekhanov:,/wiki/Claude_Adrien_Helv%C3%A9tius,48.856613,2.352222
213,William James,(1842–1910),Afrikan Spir:Emanuel Swedenborg:F. C. S. Schiller:Pierre Janet:Bernhard Riemann:Ernst Mach:Charles Bernard Renouvier:Hermann Helmholtz:John Stuart Mill:Charles Sanders Peirce:David Hartley:David Hume:Louis Agassiz:Jules Lequier:William Kingdon Clifford:,Marilynne Robinson:Émile Durkheim:W. E. B. Du Bois:C. Wright Mills:William Sheldon:Robert Frost:Alfred North Whitehead:Bertrand Russell:John Dewey:Henri Bergson:Edwin Holt:F. C. S. Schiller:Edmund Husserl:Alfred Schütz:George Santayana:Hilary Putnam:Gertrude Stein:Morris Raphael Cohen:Antonio Damasio:Jimmy Carter:Richard Rorty:,/wiki/William_James,FILL,FILL
214,Pavel Florensky,,,Aleksei Losev:,/wiki/Pavel_Florensky,FILL,FILL
215,Watsuji Tetsuro,(1889–1960),Kierkegaard:Hegel:Aristotle:Nietzsche:Kyoto School:Nishida:Sōseki:Confusius:Heidegger:,Yuasa:Berque:Umehara:Nakamura:,/wiki/Watsuji_Tetsuro,34.817,134.683
216,Radcliffe-Brown,,,Claude Lévi-Strauss:,/wiki/Alfred_Radcliffe-Brown,52.48,-1.9025
217,Paracelsus,(1493–1541),Neoplatonism:Johannes Trithemius:Marsilio Ficino:Pythagoreanism:Hermeticism:,Giorgio Agamben:Jane Bennett:Jan Baptist van Helmont:Adam Haslmayr:Thomas Muffet:Gabriel François Venel:Sir Thomas Browne:Franciscus Sylvius:,/wiki/Paracelsus,47.117,8.733
218,Immanuel Kant,(1724–1804),Crusius:Aristotle:Plato:Locke:Baumgarten:Wolff:Empiricus:Lucretius:Hamann:Newton:Swedenborg:Euclid:Leibniz:Rousseau:Tetens:Hume:Smith:Descartes:,Herder:Zeller:Beck:Larijani:Maimon:Guyer:Spir:Frege:Rawls:Bolzano:Schelling:Schlegel:Beneke:Carnap:Popper:Jaspers:Western philosophy:Reinhold:Hegel:Jacobi:Fichte:Habermas:Peirce:Schleiermacher:Heidegger:Schopenhauer:,/wiki/Immanuel_Kant,54.71667,20.51667
219,William David Ross,(1877–1971),H. A. Prichard:Aristotle:Immanuel Kant:G. E. Moore:,Robert Audi:Tom Beauchamp:Bernard Gert:Tara Smith:,/wiki/William_David_Ross,58.596,-3.521
220,Dreben,,,John Rawls:,/wiki/Burton_Dreben,42.35806,-71.06361
221,Jan Patočka,(1907–1977),Fink:Hegel:Nietzsche:Plato:Weischedel:Heraclitus:Husserl:Socrates:Heidegger:,Havel:Charter 77:Prague Spring:Kohák:Czech philosophy:,/wiki/Jan_Pato%C4%8Dka,50.58722,15.15694
222,Gilbert Ryle,(1900–1976),René Descartes:Edmund Husserl:Ludwig Wittgenstein:Herbert James Paton:,G. A. Cohen:P. F. Strawson:Ullin Place:Michael Dummett:John Searle:Wilfrid Sellars:Daniel Dennett:A. J. Ayer:Þorsteinn Gylfason:J. J. C. Smart:J. L. Austin:Clifford Geertz:R. M. Hare:Richard Webster:,/wiki/Gilbert_Ryle,50.82838,-0.13947
223,Peter Kropotkin,(1842–1921),Nietzsche:Bakunin:Marx:Proudhon:Darwin:Guyau:Freud:Reclus:,Makhno:Žižek:Ward:Malatesta:Woodcock:Bookchin:Guérin:Rocker:Berkman:Chomsky:Tolstoy:Kōtoku:Wilde:Black:Gould:Goldman:Kafka:,/wiki/Peter_Kropotkin,FILL,FILL
224,Peter Wessel Zapffe,(1899–1990),Arthur Schopenhauer:Henrik Ibsen:Henri-Frédéric Amiel:Sigmund Freud:Friedrich Nietzsche:Jakob Johann von Uexküll:,Herman Tønnessen:Thomas Ligotti:,/wiki/Peter_Wessel_Zapffe,69.68278,18.94278
225,David Kaplan (philosopher),(born 1933),Rudolf Carnap:Alonzo Church:Saul Kripke:Richard Montague:Bertrand Russell:Gottlob Frege:,Nathan Salmon:C. Anthony Anderson:John Perry (philosopher):,/wiki/David_Kaplan_(philosopher),FILL,FILL
226,Hans von Campenhausen,,,Wolfhart Pannenberg:,/wiki/Hans_von_Campenhausen,53.72,19.33722
227,Vladimir Solovyov (philosopher),(1853–1900),Shimon bar Yochai:Sergey Bulgakov:Aristotle:Arthur Schopenhauer:Jakob Böhme:Plato:Friedrich Wilhelm Joseph Schelling:Emanuel Swedenborg:Paracelsus:Søren Kierkegaard:Immanuel Kant:Fyodor Dostoyevsky:Auguste Comte:Plotinus:Blavatsky:Louis Claude de Saint-Martin:Dante:Augustine of Hippo:,Sergey Bulgakov:Alexandre Kojève:Pavel Florensky:Andrei Belyi:Semyon Frank:Alexander Blok:Nicolas Berdyaev:Dostoyevsky:,/wiki/Vladimir_Solovyov_(philosopher),55.75583,37.61722
228,Erich Auerbach,,,Fredric Jameson:,/wiki/Erich_Auerbach,FILL,FILL
229,Joseph Joubert,,,Emil Cioran:,/wiki/Joseph_Joubert,FILL,FILL
230,Jakob Böhme,(1575–1624),Paracelsus:Kaspar von Schwenkfeld:Valentine Weigel:,Hegel:Friedrich Wilhelm Joseph Schelling:John Amos Comenius:Paul Tillich:John Pordage:Schopenhauer:Nikolai Berdyaev:,/wiki/Jakob_B%C3%B6hme,51.025,15.08139
231,Albertus Magnus,"), (1193?–1280)",Aristotle:Plato:Pseudo-Dionysius:Proclian:Al-Farabi:Averroes:Jordan of Saxony:Plotinus:Avicenna:Maimonides:Avicebron:,Nicholas of Cusa:Meister Eckhart:Scholasticism:Thomas Aquinas:,/wiki/Albertus_Magnus,FILL,FILL
232,Warren,,,Lysander Spooner:,/wiki/Josiah_Warren,42.35806,-71.06361
233,Edmund Gettier,(1927–2021),Roderick Chisholm:,Colin McGinn:Robert Nozick:,/wiki/Edmund_Gettier,39.28944,-76.61528
234,Euclid,,,Adelard of Bath:,/wiki/Euclid,FILL,FILL
235,Crispin Wright,(born 1942),Michael Dummett:Ludwig Wittgenstein:Noam Chomsky:Gottlob Frege:George Boolos:,Paul Boghossian:Carrie Ichikawa Jenkins:Duncan Pritchard:Jose Zalabardo:Luca Moretti:Michael Lynch:Annalisa Coliva:,/wiki/Crispin_Wright,51.25,-0.417
236,István Mészáros (philosopher),(1930–2017),Karl Marx:György Lukács:,Cliff Slaughter:,/wiki/Istv%C3%A1n_M%C3%A9sz%C3%A1ros_(philosopher),47.4925,19.05139
237,Abarbanel,,,Leo Strauss:,/wiki/Isaac_Abarbanel,38.7252668,-9.1500193
238,Malthus,,,Louis Gabriel Ambroise de Bonald:,/wiki/Thomas_Robert_Malthus,51.224,-0.362
239,Al-Kindi,(801–873),Al-Khalil:Hellenistic philosophy:Neoplatonism:,Alhazen:Miskawayh:Roger Bacon:Abu Ma'shar al-Balkhi:Isaac Israeli ben Solomon:Ahmad ibn al-Tayyib al-Sarakhsi:Robert Grosseteste:Abu Zayd al-Balkhi:,/wiki/Al-Kindi,32.03,44.4
240,Borden Parker Bowne,(1847–1910),Immanuel Kant:George Berkeley:Hermann Lotze:Gottfried Wilhelm Leibniz:René Descartes:,Randall Auxier:T. C. Chao:John W. E. Bowen Sr.:Walter George Muelder:,/wiki/Borden_Parker_Bowne,40.29,-74.15
241,Gogol,,,Dimitri Pisarev:,/wiki/Nikolai_Gogol,FILL,FILL
242,Henri Bergson,(1859–1941),Arthur Schopenhauer:Immanuel Kant:Charles Darwin:Gottfried Wilhelm Leibniz:William James:Herbert Spencer:Spinoza:Plotinus:Maine de Biran:Félix Ravaisson-Mollien:,Henry Miller:Vladimir Jankélévitch:Emmanuel Levinas:Émile Bréhier:Nikos Kazantzakis:Maurice Merleau-Ponty:Emmanuel Mounier:Guy Debord:Jawaharlal Nehru:Robert Frost:Necip Fazıl Kısakürek:Alfred North Whitehead:Marcel Proust:Aldous Huxley:Liang Shuming:Édouard Le Roy:Michel Aflaq:Alfred Schütz:Anna-Teresa Tymieniecka:Muhammad Iqbal:Gabriel Marcel:Jacques Maritain:Vladimir Nabokov:Nurettin Topçu:Wyndham Lewis:Gilles Deleuze:Jean-Paul Sartre:,/wiki/Henri_Bergson,48.856613,2.352222
